page,column,type,text,bbox,fingerprint
6,7,text_line,"6""W","{""x1"": 922.3123779296875, ""y1"": 1011.607421875, ""x2"": 934.5010375976562, ""y2"": 1035.493408203125}",6-893550728635
6,7,text_line,"6""W","{""x1"": 922.6722412109375, ""y1"": 885.6539306640625, ""x2"": 934.7421875, ""y2"": 909.4800415039062}",6-893550728635
6,7,text_line,"6""W","{""x1"": 922.9122314453125, ""y1"": 759.6539306640625, ""x2"": 934.982177734375, ""y2"": 783.4800415039062}",6-893550728635
6,7,text_line,"6""W","{""x1"": 923.2723388671875, ""y1"": 633.6074829101562, ""x2"": 935.4610595703125, ""y2"": 657.4935302734375}",6-893550728635
6,7,text_line,"6""W","{""x1"": 923.6323852539062, ""y1"": 507.607421875, ""x2"": 935.821044921875, ""y2"": 531.4934692382812}",6-893550728635
6,7,text_line,"6""W","{""x1"": 923.9922485351562, ""y1"": 381.6539306640625, ""x2"": 936.0621948242188, ""y2"": 405.47998046875}",6-893550728635
6,7,text_line,"6""W","{""x1"": 924.2322387695312, ""y1"": 255.6539306640625, ""x2"": 936.3021850585938, ""y2"": 279.47998046875}",6-893550728635
6,7,text_line,"6""W","{""x1"": 924.5923461914062, ""y1"": 129.607421875, ""x2"": 936.7810668945312, ""y2"": 153.49346923828125}",6-893550728635
6,4,text_line,28.0',"{""x1"": 536.2799682617188, ""y1"": 608.872314453125, ""x2"": 562.0735473632812, ""y2"": 620.9422607421875}",6-127781886851
6,7,text_line,6.0',"{""x1"": 1142.3939208984375, ""y1"": 956.703857421875, ""x2"": 1154.822265625, ""y2"": 976.0110473632812}",6-292084841944
6,7,text_line,20.0',"{""x1"": 1330.7376708984375, ""y1"": 344.52001953125, ""x2"": 1342.8076171875, ""y2"": 370.31341552734375}",6-804314018601
6,7,text_line,28.0',"{""x1"": 913.0359497070312, ""y1"": 928.5512084960938, ""x2"": 938.8860473632812, ""y2"": 940.7422485351562}",6-127781886851
6,7,text_line,R25.0',"{""x1"": 1149.3223876953125, ""y1"": 1350.1131591796875, ""x2"": 1183.994873046875, ""y2"": 1362.66162109375}",6-487514206685
6,5,text_line,R20.0',"{""x1"": 625.4024658203125, ""y1"": 1125.5931396484375, ""x2"": 660.07470703125, ""y2"": 1138.1416015625}",6-434595366427
6,5,text_line,R20.0',"{""x1"": 621.5624389648438, ""y1"": 948.9531860351562, ""x2"": 656.2347412109375, ""y2"": 961.5016479492188}",6-434595366427
6,7,text_line,R10.0' R15.0',"{""x1"": 1315.2823486328125, ""y1"": 950.9931640625, ""x2"": 1391.2645263671875, ""y2"": 972.1539306640625}",6-212285885352
6,7,text_line,R10.0',"{""x1"": 1357.2728271484375, ""y1"": 338.3936767578125, ""x2"": 1391.9864501953125, ""y2"": 351.06396484375}",6-620934622744
6,7,text_line,R10.0',"{""x1"": 1167.193115234375, ""y1"": 956.273681640625, ""x2"": 1201.9056396484375, ""y2"": 968.9405517578125}",6-620934622744
6,7,text_line,50.0',"{""x1"": 1436.2799072265625, ""y1"": 782.5122680664062, ""x2"": 1462.0733642578125, ""y2"": 794.5822143554688}",6-769348473741
6,7,text_line,50.0',"{""x1"": 1435.679931640625, ""y1"": 398.15228271484375, ""x2"": 1461.473388671875, ""y2"": 410.2222595214844}",6-769348473741
6,7,text_line,27.0',"{""x1"": 1240.43994140625, ""y1"": 955.9122924804688, ""x2"": 1266.2333984375, ""y2"": 967.9822387695312}",6-991149163636
6,6,text_line,25.4',"{""x1"": 741.9599609375, ""y1"": 451.91229248046875, ""x2"": 767.7535400390625, ""y2"": 463.9822692871094}",6-251543646396
6,7,text_line,25.0',"{""x1"": 1508.216552734375, ""y1"": 1402.307373046875, ""x2"": 1520.4075927734375, ""y2"": 1428.1571044921875}",6-213015075422
6,7,text_line,10.7',"{""x1"": 1364.8360595703125, ""y1"": 585.711181640625, ""x2"": 1390.6859130859375, ""y2"": 597.9022216796875}",6-944643596640
6,7,text_line,39.0',"{""x1"": 1128.5999755859375, ""y1"": 225.23223876953125, ""x2"": 1154.3934326171875, ""y2"": 237.3022003173828}",6-556813815787
6,5,text_line,30.3',"{""x1"": 641.6400146484375, ""y1"": 451.79229736328125, ""x2"": 667.4335327148438, ""y2"": 463.8622741699219}",6-942123497716
6,4,text_line,66.0',"{""x1"": 537.8399658203125, ""y1"": 315.47235107421875, ""x2"": 563.633544921875, ""y2"": 327.5423278808594}",6-633175427102
6,4,text_line,PERPETUAL ROAD EASEMENT,"{""x1"": 460.44000244140625, ""y1"": 331.55230712890625, ""x2"": 640.1859130859375, ""y2"": 343.6222839355469}",6-512422215211
6,7,text_line,39.2',"{""x1"": 1455.5621337890625, ""y1"": 801.7131958007812, ""x2"": 1481.522216796875, ""y2"": 814.14306640625}",6-394938224793
6,7,text_line,83.4',"{""x1"": 1305.3221435546875, ""y1"": 1246.4332275390625, ""x2"": 1331.2822265625, ""y2"": 1258.8631591796875}",6-953542799493
6,7,text_line,61.6',"{""x1"": 1527.3531494140625, ""y1"": 1011.9579467773438, ""x2"": 1539.783203125, ""y2"": 1037.9178466796875}",6-190241971900
6,7,text_line,149.2',"{""x1"": 1477.9124755859375, ""y1"": 80.10738372802734, ""x2"": 1490.2220458984375, ""y2"": 112.69999694824219}",6-920241557938
6,7,text_line,TO EVAP. POND,"{""x1"": 1493.7525634765625, ""y1"": 48.94681167602539, ""x2"": 1506.542724609375, ""y2"": 142.94076538085938}",6-652337722664
6,7,text_line,6.0',"{""x1"": 1080.5377197265625, ""y1"": 469.9200439453125, ""x2"": 1092.607666015625, ""y2"": 489.00250244140625}",6-292084841944
6,7,text_line,5.0',"{""x1"": 1096.4976806640625, ""y1"": 491.4000244140625, ""x2"": 1108.567626953125, ""y2"": 510.48248291015625}",6-182416417160
6,7,text_line,6.0',"{""x1"": 1112.8177490234375, ""y1"": 509.4000244140625, ""x2"": 1124.8876953125, ""y2"": 528.4824829101562}",6-292084841944
6,7,text_line,39.3',"{""x1"": 1454.8360595703125, ""y1"": 351.35113525390625, ""x2"": 1480.6859130859375, ""y2"": 363.54229736328125}",6-700948066742
6,7,text_line,5.0',"{""x1"": 1525.377685546875, ""y1"": 952.5599975585938, ""x2"": 1537.4476318359375, ""y2"": 971.6426391601562}",6-182416417160
6,7,text_line,5.0',"{""x1"": 1503.47998046875, ""y1"": 919.072265625, ""x2"": 1522.5625, ""y2"": 931.1422119140625}",6-182416417160
6,7,text_line,75.0',"{""x1"": 1485.537841796875, ""y1"": 546.6759643554688, ""x2"": 1497.728759765625, ""y2"": 572.5260620117188}",6-808896666218
6,11,text_line,NORTH ARROW,"{""x1"": 2107.43994140625, ""y1"": 1461.651123046875, ""x2"": 2223.921630859375, ""y2"": 1476.737548828125}",6-546437364161
6,11,text_line,20',"{""x1"": 2157.9599609375, ""y1"": 1495.4329833984375, ""x2"": 2173.705078125, ""y2"": 1507.5020751953125}",6-692556335679
6,12,text_line,40',"{""x1"": 2230.079833984375, ""y1"": 1495.4329833984375, ""x2"": 2245.8251953125, ""y2"": 1507.5020751953125}",6-280643450127
6,11,text_line,"SCALE 1""=20'","{""x1"": 2125.679931640625, ""y1"": 1479.1129150390625, ""x2"": 2205.83251953125, ""y2"": 1491.1820068359375}",6-292046879628
6,10,text_line,0,"{""x1"": 2090.39990234375, ""y1"": 1495.552978515625, ""x2"": 2097.1103515625, ""y2"": 1507.6220703125}",6-78513176919
6,1,text_line,8/8/2025 1:20 PM,"{""x1"": 94.43534088134766, ""y1"": 1414.044921875, ""x2"": 102.4813461303711, ""y2"": 1477.56005859375}",6-995801202857
6,13,text_line,C3.1,"{""x1"": 2317.919921875, ""y1"": 1516.2452392578125, ""x2"": 2371.02392578125, ""y2"": 1541.3892822265625}",6-474738366325
6,13,text_line,SITE PLAN,"{""x1"": 2310.119873046875, ""y1"": 1460.6923828125, ""x2"": 2352.587158203125, ""y2"": 1473.7672119140625}",6-634966310069
6,13,text_line,----,"{""x1"": 2314.43408203125, ""y1"": 962.5633544921875, ""x2"": 2324.49169921875, ""y2"": 975.9600219726562}",6-823563407296
6,13,text_line,----,"{""x1"": 2287.553955078125, ""y1"": 962.683349609375, ""x2"": 2297.611572265625, ""y2"": 976.0800170898438}",6-823563407296
6,13,text_line,SHEET,"{""x1"": 2325.83984375, ""y1"": 1501.0740966796875, ""x2"": 2359.37158203125, ""y2"": 1511.1317138671875}",6-735744582390
6,13,text_line,MAINTENANCE FACILITY,"{""x1"": 2297.86767578125, ""y1"": 1175.048095703125, ""x2"": 2317.983642578125, ""y2"": 1357.43994140625}",6-39474388802
6,13,text_line,DISTRICT 2 -,"{""x1"": 2326.672607421875, ""y1"": 1287.3804931640625, ""x2"": 2338.7421875, ""y2"": 1327.56005859375}",6-194961813616
6,13,text_line,BRYAN COUNTY,"{""x1"": 2326.6728515625, ""y1"": 1150.910888671875, ""x2"": 2338.7421875, ""y2"": 1246.800048828125}",6-245142605998
6,13,text_line,OKLAHOMA DEPARTMENT OF TRANSPORTATION,"{""x1"": 2349.112548828125, ""y1"": 1200.9842529296875, ""x2"": 2361.18212890625, ""y2"": 1380.9599609375}",6-419693678259
6,13,text_line,"DURANT, OKLAHOMA","{""x1"": 2371.6728515625, ""y1"": 1177.081787109375, ""x2"": 2383.7421875, ""y2"": 1302.47998046875}",6-84141052759
6,13,text_line,REVISION HISTORY,"{""x1"": 2288.8740234375, ""y1"": 679.0330810546875, ""x2"": 2298.931640625, ""y2"": 774.6000366210938}",6-28959821701
6,13,text_line,DESCRIPTION,"{""x1"": 2314.553955078125, ""y1"": 756.1466064453125, ""x2"": 2324.611572265625, ""y2"": 824.8800048828125}",6-189971782132
6,13,text_line,NO.,"{""x1"": 2314.553955078125, ""y1"": 837.59765625, ""x2"": 2324.611572265625, ""y2"": 855.4800415039062}",6-793410341843
6,13,text_line,SUBMITTAL:,"{""x1"": 2288.754150390625, ""y1"": 996.7608642578125, ""x2"": 2298.811767578125, ""y2"": 1056.0}",6-999002401133
6,13,text_line,DATE:,"{""x1"": 2314.43408203125, ""y1"": 1026.7403564453125, ""x2"": 2324.49169921875, ""y2"": 1056.3599853515625}",6-850122694592
6,13,text_line,DRAWN BY:,"{""x1"": 2353.194091796875, ""y1"": 999.3637084960938, ""x2"": 2363.251708984375, ""y2"": 1056.3599853515625}",6-394154063924
6,13,text_line,DESIGNED BY:,"{""x1"": 2340.234130859375, ""y1"": 984.8204956054688, ""x2"": 2350.291748046875, ""y2"": 1056.3599853515625}",6-181188101061
6,13,text_line,APPROVED BY:,"{""x1"": 2366.154052734375, ""y1"": 980.7412719726562, ""x2"": 2376.211669921875, ""y2"": 1055.6400146484375}",6-264974705707
6,13,text_line,PROJECT NO:,"{""x1"": 2327.27392578125, ""y1"": 988.742919921875, ""x2"": 2337.33154296875, ""y2"": 1056.3599853515625}",6-307910166460
6,13,text_line,SCALE:,"{""x1"": 2396.634033203125, ""y1"": 1020.2252197265625, ""x2"": 2406.691650390625, ""y2"": 1056.0}",6-453555507431
6,13,text_line,KSJ,"{""x1"": 2366.154052734375, ""y1"": 957.994384765625, ""x2"": 2376.211669921875, ""y2"": 976.4400024414062}",6-843310271653
6,13,text_line,AMK,"{""x1"": 2353.194091796875, ""y1"": 953.8052978515625, ""x2"": 2363.251708984375, ""y2"": 975.6000366210938}",6-916985898903
6,13,text_line,AMK,"{""x1"": 2340.234130859375, ""y1"": 953.8052978515625, ""x2"": 2350.291748046875, ""y2"": 975.6000366210938}",6-916985898903
6,13,text_line,240622,"{""x1"": 2327.27392578125, ""y1"": 942.407958984375, ""x2"": 2337.33154296875, ""y2"": 975.9600219726562}",6-758019377760
6,1,text_line,PLOT DATE:,"{""x1"": 94.43534088134766, ""y1"": 1490.131591796875, ""x2"": 102.4813461303711, ""y2"": 1537.0799560546875}",6-709308296785
6,13,text_line,AS SHOWN,"{""x1"": 2396.634033203125, ""y1"": 920.8366088867188, ""x2"": 2406.691650390625, ""y2"": 975.6000366210938}",6-462123582070
6,13,text_line,DATE,"{""x1"": 2314.43408203125, ""y1"": 603.5364990234375, ""x2"": 2324.49169921875, ""y2"": 630.3600463867188}",6-362835681176
6,13,text_line,SHEET NAME,"{""x1"": 2310.119873046875, ""y1"": 1425.1141357421875, ""x2"": 2375.50390625, ""y2"": 1435.1717529296875}",6-665348990349
6,13,text_line,CEC CORPORATION,"{""x1"": 2377.361328125, ""y1"": 96.58409881591797, ""x2"": 2383.647216796875, ""y2"": 158.4000244140625}",6-682416347767
6,13,text_line,WWW.CONNECTCEC.COM,"{""x1"": 2384.80126953125, ""y1"": 87.264892578125, ""x2"": 2391.087158203125, ""y2"": 167.52001953125}",6-846587878050
6,13,text_line,OK CA#: 32  EXP.: 2026-06-30,"{""x1"": 2392.361328125, ""y1"": 84.1160888671875, ""x2"": 2398.647216796875, ""y2"": 171.1199951171875}",6-283920280802
6,13,text_line,100%,"{""x1"": 2277.35400390625, ""y1"": 951.8027954101562, ""x2"": 2287.41162109375, ""y2"": 977.52001953125}",6-244489314565
6,13,text_line,CONSTRUCTION,"{""x1"": 2288.754150390625, ""y1"": 895.90625, ""x2"": 2298.811767578125, ""y2"": 976.9200439453125}",6-505237870975
6,13,text_line,DOCUMENTS,"{""x1"": 2300.033935546875, ""y1"": 912.3489379882812, ""x2"": 2310.091552734375, ""y2"": 977.1600341796875}",6-981437174190
6,13,text_line,08/08/2025,"{""x1"": 2314.43408203125, ""y1"": 925.7520141601562, ""x2"": 2324.49169921875, ""y2"": 976.0800170898438}",6-877921342706
6,6,text_line,PROPOSED,"{""x1"": 828.719970703125, ""y1"": 467.27294921875, ""x2"": 897.1276245117188, ""y2"": 479.342041015625}",6-296538884374
6,6,text_line,ADA SIGN,"{""x1"": 839.8800048828125, ""y1"": 481.79296875, ""x2"": 897.5581665039062, ""y2"": 493.862060546875}",6-171318406343
6,6,text_line,(TYP),"{""x1"": 865.4400024414062, ""y1"": 496.4329833984375, ""x2"": 896.9524536132812, ""y2"": 508.5020751953125}",6-668817323407
6,7,text_line,PROPOSED,"{""x1"": 1093.5599365234375, ""y1"": 428.1529541015625, ""x2"": 1161.9676513671875, ""y2"": 440.2220458984375}",6-296538884374
6,7,text_line,PARKING,"{""x1"": 1093.5599365234375, ""y1"": 442.6729736328125, ""x2"": 1147.883056640625, ""y2"": 454.7420654296875}",6-538472858905
6,7,text_line,BUMPER,"{""x1"": 1093.5599365234375, ""y1"": 457.072998046875, ""x2"": 1145.191650390625, ""y2"": 469.14208984375}",6-253517521710
6,7,text_line,(TYP),"{""x1"": 1093.679931640625, ""y1"": 471.593017578125, ""x2"": 1125.1925048828125, ""y2"": 483.662109375}",6-668817323407
6,6,text_line,PROPOSED,"{""x1"": 834.719970703125, ""y1"": 521.3929443359375, ""x2"": 903.1276245117188, ""y2"": 533.4620361328125}",6-296538884374
6,6,text_line,ADA GORE,"{""x1"": 835.6799926757812, ""y1"": 536.032958984375, ""x2"": 899.3927612304688, ""y2"": 548.10205078125}",6-252917357723
6,6,text_line,STRIPING,"{""x1"": 835.0799560546875, ""y1"": 550.552978515625, ""x2"": 892.0823364257812, ""y2"": 562.6220703125}",6-223332983291
6,7,text_line,PROPOSED,"{""x1"": 888.239990234375, ""y1"": 608.1529541015625, ""x2"": 956.6476440429688, ""y2"": 620.2220458984375}",6-296538884374
6,7,text_line,ADA SYMBOL,"{""x1"": 889.199951171875, ""y1"": 622.6729736328125, ""x2"": 967.6732177734375, ""y2"": 634.7420654296875}",6-470237043874
6,7,text_line,PROPOSED,"{""x1"": 1326.1199951171875, ""y1"": 234.59300231933594, ""x2"": 1394.527587890625, ""y2"": 246.66212463378906}",6-296538884374
6,7,text_line,BOLLARD (TYP),"{""x1"": 1303.0799560546875, ""y1"": 249.11289978027344, ""x2"": 1394.2862548828125, ""y2"": 261.1820068359375}",6-525013803877
6,7,text_line,(SEE ARCH PLANS),"{""x1"": 1281.5999755859375, ""y1"": 263.7529296875, ""x2"": 1394.26513671875, ""y2"": 275.822021484375}",6-941552568326
6,7,text_line,MAINTENANCE,"{""x1"": 1167.0, ""y1"": 736.3129272460938, ""x2"": 1254.839111328125, ""y2"": 748.3820190429688}",6-870085214197
6,7,text_line,BUILDING,"{""x1"": 1182.47998046875, ""y1"": 750.8329467773438, ""x2"": 1239.482421875, ""y2"": 762.9020385742188}",6-148308710751
6,2,text_line,PROPERTY BOUNDARY,"{""x1"": 162.239990234375, ""y1"": 113.73751068115234, ""x2"": 277.3588562011719, ""y2"": 123.79507446289062}",6-279954525084
6,8,text_line,PROPOSED BUILDING,"{""x1"": 1914.719970703125, ""y1"": 115.31297302246094, ""x2"": 2043.4853515625, ""y2"": 127.38209533691406}",6-39863579041
6,8,text_line,SIDEWALK,"{""x1"": 1915.0799560546875, ""y1"": 277.31298828125, ""x2"": 1977.4530029296875, ""y2"": 289.382080078125}",6-290121565024
6,8,text_line,HEAVY-DUTY CONCRETE,"{""x1"": 1914.5999755859375, ""y1"": 169.31297302246094, ""x2"": 2063.4599609375, ""y2"": 181.38209533691406}",6-867820887207
6,8,text_line,MILLINGS,"{""x1"": 1914.719970703125, ""y1"": 331.31298828125, ""x2"": 1971.0584716796875, ""y2"": 343.382080078125}",6-944738948022
6,9,text_line,LEGEND,"{""x1"": 2010.5999755859375, ""y1"": 72.82823181152344, ""x2"": 2093.31396484375, ""y2"": 92.94347381591797}",6-505631509472
6,8,text_line,LIGHT-DUTY CONCRETE,"{""x1"": 1914.719970703125, ""y1"": 223.31297302246094, ""x2"": 2058.209228515625, ""y2"": 235.38209533691406}",6-208353589187
6,7,text_line,PROPOSED,"{""x1"": 1250.159912109375, ""y1"": 448.6729736328125, ""x2"": 1318.567626953125, ""y2"": 460.7420654296875}",6-296538884374
6,7,text_line,BOLLARDS (TYP OF 4),"{""x1"": 1250.280029296875, ""y1"": 463.1929931640625, ""x2"": 1379.72119140625, ""y2"": 475.2620849609375}",6-822158755710
6,7,text_line,(SEE ARCH PLANS),"{""x1"": 1250.4000244140625, ""y1"": 477.8330078125, ""x2"": 1363.065185546875, ""y2"": 489.902099609375}",6-941552568326
6,7,text_line,MATCHLINE C3.2,"{""x1"": 1580.8111572265625, ""y1"": 718.7146606445312, ""x2"": 1595.8975830078125, ""y2"": 843.6000366210938}",6-599686637713
6,7,text_line,MATCHLINE C3.4,"{""x1"": 1230.9599609375, ""y1"": 55.73121643066406, ""x2"": 1355.844970703125, ""y2"": 70.81761932373047}",6-462474195067
6,5,text_line,"PROPOSED 6""","{""x1"": 646.0799560546875, ""y1"": 206.03294372558594, ""x2"": 728.8377685546875, ""y2"": 218.10206604003906}",6-285839111230
6,5,text_line,CURB & GUTTER,"{""x1"": 646.3200073242188, ""y1"": 220.55296325683594, ""x2"": 744.8883666992188, ""y2"": 232.62208557128906}",6-814739546751
6,3,text_line,"PROPOSED 6""","{""x1"": 358.44000244140625, ""y1"": 680.9929809570312, ""x2"": 441.1979675292969, ""y2"": 693.0620727539062}",6-285839111230
6,3,text_line,CHAINLINK FENCE,"{""x1"": 358.79998779296875, ""y1"": 695.512939453125, ""x2"": 467.4342346191406, ""y2"": 707.58203125}",6-558472610619
6,3,text_line,W/ CLIMB BARRIER,"{""x1"": 359.1600036621094, ""y1"": 710.032958984375, ""x2"": 471.1494445800781, ""y2"": 722.10205078125}",6-793635613577
6,3,text_line,(TYP),"{""x1"": 359.3999938964844, ""y1"": 724.552978515625, ""x2"": 394.2676696777344, ""y2"": 736.6220703125}",6-668817323407
6,6,text_line,PROPOSED DOUBLE 15',"{""x1"": 777.9599609375, ""y1"": 1160.27294921875, ""x2"": 918.4321899414062, ""y2"": 1172.342041015625}",6-652458353698
6,6,text_line,WIDE SWING GATE W/,"{""x1"": 778.6799926757812, ""y1"": 1174.79296875, ""x2"": 908.7728271484375, ""y2"": 1186.862060546875}",6-349024487879
6,6,text_line,GATEKEEPERS,"{""x1"": 778.2000122070312, ""y1"": 1189.31298828125, ""x2"": 868.0785522460938, ""y2"": 1201.382080078125}",6-788637885137
6,6,text_line,(OPENS EAST),"{""x1"": 778.2000122070312, ""y1"": 1203.9530029296875, ""x2"": 863.37158203125, ""y2"": 1216.0220947265625}",6-304922630397
6,7,text_line,PROPOSED WASTE,"{""x1"": 1167.1199951171875, ""y1"": 824.6329345703125, ""x2"": 1281.800537109375, ""y2"": 836.7020263671875}",6-347831355912
6,7,text_line,OIL TANK W/ BOLLARDS (2),"{""x1"": 1122.5999755859375, ""y1"": 839.27294921875, ""x2"": 1281.550048828125, ""y2"": 851.342041015625}",6-290069637934
6,7,text_line,(SEE MEP PLANS),"{""x1"": 1176.9599609375, ""y1"": 853.79296875, ""x2"": 1281.5870361328125, ""y2"": 865.862060546875}",6-263248986049
6,7,text_line,PROPOSED,"{""x1"": 1088.280029296875, ""y1"": 177.95298767089844, ""x2"": 1156.6876220703125, ""y2"": 190.02210998535156}",6-296538884374
6,7,text_line,BOLLARDS,"{""x1"": 1092.239990234375, ""y1"": 192.47300720214844, ""x2"": 1156.628662109375, ""y2"": 204.54212951660156}",6-903125671957
6,7,text_line,(TYP 7),"{""x1"": 1114.919921875, ""y1"": 206.99290466308594, ""x2"": 1156.498046875, ""y2"": 219.06202697753906}",6-533136692106
6,7,text_line,"PROPOSED 6""","{""x1"": 1084.0799560546875, ""y1"": 255.59300231933594, ""x2"": 1166.837890625, ""y2"": 267.662109375}",6-285839111230
6,7,text_line,CURB & GUTTER,"{""x1"": 1084.43994140625, ""y1"": 270.23291015625, ""x2"": 1183.008544921875, ""y2"": 282.302001953125}",6-814739546751
6,7,text_line,1000gal PROPANE,"{""x1"": 1050.3599853515625, ""y1"": 56.7529182434082, ""x2"": 1155.6748046875, ""y2"": 68.82203674316406}",6-758722293717
6,7,text_line,TANKS (TYP 2),"{""x1"": 1070.280029296875, ""y1"": 71.27293395996094, ""x2"": 1155.45166015625, ""y2"": 83.34205627441406}",6-558859476241
6,9,text_line,PARKING TABLE,"{""x1"": 1977.8399658203125, ""y1"": 459.3493957519531, ""x2"": 2126.6884765625, ""y2"": 477.4530944824219}",6-223352225416
6,8,text_line,STALL TYPE,"{""x1"": 1942.7999267578125, ""y1"": 492.1129150390625, ""x2"": 2016.566162109375, ""y2"": 504.1820068359375}",6-884120517334
6,10,text_line,PROPOSED,"{""x1"": 2082.35986328125, ""y1"": 492.1129150390625, ""x2"": 2150.767578125, ""y2"": 504.1820068359375}",6-296538884374
6,8,text_line,STANDARD,"{""x1"": 1919.2799072265625, ""y1"": 519.472900390625, ""x2"": 1986.9876708984375, ""y2"": 531.5419921875}",6-200641608734
6,10,text_line,47,"{""x1"": 2110.199951171875, ""y1"": 519.472900390625, ""x2"": 2123.620849609375, ""y2"": 531.5419921875}",6-629930001760
6,8,text_line,ADA,"{""x1"": 1919.6400146484375, ""y1"": 539.6329345703125, ""x2"": 1945.78173828125, ""y2"": 551.7020263671875}",6-166244496421
6,10,text_line,2,"{""x1"": 2113.56005859375, ""y1"": 539.6329345703125, ""x2"": 2120.2705078125, ""y2"": 551.7020263671875}",6-153041617663
6,8,text_line,TOTAL,"{""x1"": 1919.6400146484375, ""y1"": 559.79296875, ""x2"": 2006.8388671875, ""y2"": 571.862060546875}",6-986505715095
6,10,text_line,49,"{""x1"": 2110.199951171875, ""y1"": 559.6729736328125, ""x2"": 2123.620849609375, ""y2"": 571.7420654296875}",6-870167799451
6,3,text_line,CONTRACTOR TO,"{""x1"": 331.91998291015625, ""y1"": 375.3529052734375, ""x2"": 437.1868896484375, ""y2"": 387.4219970703125}",6-57597502195
6,3,text_line,VERIFY RELOCATION,"{""x1"": 332.3999938964844, ""y1"": 389.8729248046875, ""x2"": 457.81024169921875, ""y2"": 401.9420166015625}",6-923252376045
6,3,text_line,OF EXISTING SIGNAGE,"{""x1"": 331.91998291015625, ""y1"": 404.512939453125, ""x2"": 466.73211669921875, ""y2"": 416.58203125}",6-188144402507
6,3,text_line,WITH ODOT (TYP),"{""x1"": 332.3999938964844, ""y1"": 419.032958984375, ""x2"": 436.32720947265625, ""y2"": 431.10205078125}",6-306724875920
6,7,text_line,PROPOSED BACKUP,"{""x1"": 868.7999877929688, ""y1"": 1017.8328857421875, ""x2"": 990.19091796875, ""y2"": 1029.9019775390625}",6-268383017565
6,7,text_line,GENERATOR (SEE MEP),"{""x1"": 869.0399780273438, ""y1"": 1032.3529052734375, ""x2"": 1010.5381469726562, ""y2"": 1044.4219970703125}",6-459532307339
6,8,text_line,FLEXAMAT,"{""x1"": 1914.5999755859375, ""y1"": 385.31298828125, ""x2"": 1978.3128662109375, ""y2"": 397.382080078125}",6-688891433229
6,13,text_line,8/8/2025,"{""x1"": 2314.708740234375, ""y1"": 497.0480041503906, ""x2"": 2367.881103515625, ""y2"": 511.3260192871094}",6-21536752231
7,15,text_line,CP,"{""x1"": 1613.7215576171875, ""y1"": 1045.5546875, ""x2"": 1627.8619384765625, ""y2"": 1055.849853515625}",7-439111500209
7,16,text_line,CP #1,"{""x1"": 1694.4146728515625, ""y1"": 966.2933349609375, ""x2"": 1778.7354736328125, ""y2"": 997.7830200195312}",7-309448331531
7,1,text_line,18.0',"{""x1"": 212.63999938964844, ""y1"": 610.9122924804688, ""x2"": 238.43350219726562, ""y2"": 622.9822387695312}",7-494539923926
7,1,text_line,16.0',"{""x1"": 181.0177764892578, ""y1"": 652.3200073242188, ""x2"": 193.08773803710938, ""y2"": 678.1135864257812}",7-141290226427
7,3,text_line,75.0',"{""x1"": 351.1777648925781, ""y1"": 546.239990234375, ""x2"": 363.24774169921875, ""y2"": 572.0333862304688}",7-808896666218
7,3,text_line,18.0',"{""x1"": 439.1999816894531, ""y1"": 491.51226806640625, ""x2"": 464.99346923828125, ""y2"": 503.5822448730469}",7-494539923926
7,3,text_line,16.0',"{""x1"": 397.9777526855469, ""y1"": 439.56005859375, ""x2"": 410.0477294921875, ""y2"": 465.35333251953125}",7-141290226427
7,4,text_line,5.0',"{""x1"": 523.2000122070312, ""y1"": 445.07232666015625, ""x2"": 542.2825927734375, ""y2"": 457.1423034667969}",7-182416417160
7,4,text_line,5.0',"{""x1"": 553.8578491210938, ""y1"": 462.1806945800781, ""x2"": 566.0482788085938, ""y2"": 481.33941650390625}",7-182416417160
7,7,text_line,163.4',"{""x1"": 881.6399536132812, ""y1"": 847.312255859375, ""x2"": 914.1444702148438, ""y2"": 859.3822021484375}",7-781034210403
7,3,text_line,25.0',"{""x1"": 375.0577392578125, ""y1"": 1402.800048828125, ""x2"": 387.1277160644531, ""y2"": 1428.5936279296875}",7-213015075422
7,2,text_line,18.0',"{""x1"": 292.67999267578125, ""y1"": 228.95233154296875, ""x2"": 318.4734802246094, ""y2"": 241.0222930908203}",7-494539923926
7,3,text_line,5.5',"{""x1"": 443.6399841308594, ""y1"": 230.39227294921875, ""x2"": 462.72259521484375, ""y2"": 242.4622344970703}",7-895395494552
7,1,text_line,10.5',"{""x1"": 164.39999389648438, ""y1"": 863.5122680664062, ""x2"": 190.19351196289062, ""y2"": 875.5822143554688}",7-514841494453
7,2,text_line,5.3',"{""x1"": 295.32000732421875, ""y1"": 860.6322631835938, ""x2"": 314.402587890625, ""y2"": 872.7022094726562}",7-382901445990
7,3,text_line,18.0',"{""x1"": 358.79998779296875, ""y1"": 858.352294921875, ""x2"": 384.5934753417969, ""y2"": 870.4222412109375}",7-494539923926
7,3,text_line,TYP,"{""x1"": 360.47998046875, ""y1"": 874.312255859375, ""x2"": 383.9560852050781, ""y2"": 886.3822021484375}",7-695774593974
7,4,text_line,"2""W","{""x1"": 553.493896484375, ""y1"": 521.6322631835938, ""x2"": 577.3200073242188, ""y2"": 533.7022094726562}",7-2500199747
7,3,text_line,"2""W","{""x1"": 427.493896484375, ""y1"": 521.8722534179688, ""x2"": 451.3199768066406, ""y2"": 533.9421997070312}",7-2500199747
